ICE/KCH2005,"Coffee ""C"" Futures, March 2005 (KCH2005)"
ICE/KCZ2006,"Coffee ""C"" Futures, December 2006 (KCZ2006)"
ICE/KCZ2004,"Coffee ""C"" Futures, December 2004 (KCZ2004)"
ICE/KCU2008,"Coffee ""C"" Futures, September 2008 (KCU2008)"
ICE/KCN2007,"Coffee ""C"" Futures, July 2007 (KCN2007)"
ICE/AFRV2007,"Richards Bay Coal Futures, October 2007 (AFRV2007)"
ICE/KCN2006,"Coffee ""C"" Futures, July 2006 (KCN2006)"
ICE/GU2014,"Gas Oil Futures, September 2014 (GU2014)"
ICE/BK2000,"Brent Crude Oil Futures, May 2000, BK2000, ICE"
ICE/KCN2011,"Coffee ""C"" Futures, July 2011 (KCN2011)"
ICE/SBV1968,"Sugar No. 11 Futures, October 1968, SBV1968, ICE"
ICE/DPCZ2014,"Endex Dutch Power Peak Load (7-23) Futures, December 2014 (DPCZ2014)"
ICE/ATWZ2009,"Rotterdam Coal Futures, December 2009 (ATWZ2009)"
ICE/TFV2013,"Milling Wheat Futures, October 2013 (TFV2013)"
ICE/CCK2015,"Cocoa Futures, May 2015 (CCK2015)"
ICE/RSH2000,"Canola Futures, March 2000 (RSH2000)"
ICE/HOJ1999,"Heating Oil Futures, April 1999, HOJ1999, NYMEX"
ICE/NTU2009,"USD/NOK, September 2009 (NTU2009)"
ICE/AFRK2011,"Richards Bay Coal Futures, May 2011 (AFRK2011)"
ICE/MU1997,"UK Natural Gas Futures, September 1997 (MU1997)"
ICE/KCN1985,"Coffee Futures, July 1985, KCN1985, ICE"
ICE/SBK1997,"Sugar No. 11 Futures, May 1997 (SBK1997)"
ICE/DXZ1999,"US Dollar Index Futures, December 1999 (DXZ1999)"
ICE/BWX2016,"Barley Futures, November 2016 (BWX2016)"
ICE/PM2008,"UK Peak Electricity Futures, June 2008 (PM2008)"
ICE/ICNZ2013,"US Corn Futures, December 2013 (ICNZ2013)"
ICE/TN2010,"WTI Crude Futures, July 2010 (TN2010)"
ICE/ULSQ2021,"Low Sulphur Gasoil Futures, August 2021 (ULSQ2021)"
ICE/ZRN2014,"US Dollar/South African Rand Futures, July 2014 (ZRN2014)"
ICE/ARM2008,"AUD/NZD, June 2008 (ARM2008)"
ICE/OJK2013,"FCOJ-A Futures, May 2013 (OJK2013)"
ICE/MQ2012,"UK Natural Gas Futures, August 2012 (MQ2012)"
ICE/PV2011,"UK Peak Electricity Futures, October 2011 (PV2011)"
ICE/OJG2012,"FCOJ-A Futures, February 2012 (OJG2012)"
ICE/TFMU2014,"Endex Dutch TTF Gas Base Load Futures, September 2014 (TFMU2014)"
ICE/ARZ2006,"AUD/NZD, December 2006 (ARZ2006)"
ICE/ARV2015,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, October 2015 (ARV2015)"
ICE/SBN1969,"Sugar No. 11 Futures, July 1969, SBN1969, ICE"
ICE/CCU2004,"Cocoa Futures, September 2004 (CCU2004)"
ICE/ATWG2013,"Rotterdam Coal Futures, February 2013 (ATWG2013)"
ICE/NCFK2014,"Newcastle Coal Futures, May 2014 (NCFK2014)"
ICE/CCU1985,"Cocoa Futures, September 1985, CCU1985, ICE"
ICE/MPU2005,"Sm GBP/USD, September 2005 (MPU2005)"
ICE/TIBU2014,"WTI vs Brent Spread Option, September 2014 (TIBU2014)"
ICE/KCH1987,"Coffee Futures, March 1987, KCH1987, ICE"
ICE/BPBU2012,"ENDEX Belgian Power Base Load (legacy), September 2012 (BPBU2012)"
ICE/ZJU2017,"New Zealand Dollar/Japanese Yen Futures, September 2017 (ZJU2017)"
ICE/ULSQ2013,"LS Gas Oil Futures, August 2013 (ULSQ2013)"
ICE/IWN2012,"US Wheat Futures, July 2012 (IWN2012)"
ICE/GM2010,"Gas Oil Futures, June 2010 (GM2010)"
ICE/ULSU2020,"Low Sulphur Gasoil Futures, September 2020 (ULSU2020)"
ICE/RSH1982,"Canola Futures, March 1982 (RSH1982)"
ICE/RSF2001,"Canola Futures, January 2001 (RSF2001)"
ICE/AFRG2013,"Richards Bay Coal Futures, February 2013 (AFRG2013)"
ICE/TIBH2013,"Brent NX/WTI Crude Spr, March 2013 (TIBH2013)"
ICE/GM2006,"Gas Oil Futures, June 2006 (GM2006)"
ICE/UBLZ2014,"UK Base Electricity Futures (Gregorian), December 2014 (UBLZ2014)"
ICE/BV1990,"Brent Crude Oil Futures, October 1990, BV1990, ICE"
ICE/OJN1991,"Orange Juice Futures, July 1991, OJN1991, ICE"
ICE/BF1994,"Brent Crude Oil Futures, January 1994, BF1994, ICE"
ICE/NX2010,"(RBOB) Gasoline Futures, November 2010 (NX2010)"
ICE/CTZ1972,"Cotton No. 2 Futures, December 1972, CTZ1972, ICE"
ICE/ARF2016,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, January 2016 (ARF2016)"
ICE/SBX2015,"Sugar No. 11 Futures, November 2015 (SBX2015)"
ICE/SSM2015,"GBP/CHF Futures, June 2015 (SSM2015)"
ICE/OJN2010,"FCOJ-A Futures, July 2010 (OJN2010)"
ICE/RSF1995,"Canola Futures, January 1995 (RSF1995)"
ICE/YU2005,"UK Base Electricity Futures, September 2005 (YU2005)"
ICE/ARM2015,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, June 2015 (ARM2015)"
ICE/MZ2014,"UK Natural Gas Futures, December 2014 (MZ2014)"
ICE/GF2005,"Gas Oil Futures, January 2005 (GF2005)"
ICE/BPBF2013,"ENDEX Belgian Power Base Load (legacy), January 2013 (BPBF2013)"
ICE/ULSH2015,"Low Sulphur Gasoil Futures, March 2015 (ULSH2015)"
ICE/RGU2014,"Russell 1000 Growth Index Futures, September 2014 (RGU2014)"
ICE/GN2008,"Gas Oil Futures, July 2008 (GN2008)"
ICE/SBK1977,"Sugar No. 11 Futures, May 1977, SBK1977, ICE"
ICE/ARG2015,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, February 2015 (ARG2015)"
ICE/MF2009,"UK Natural Gas Futures, January 2009 (MF2009)"
ICE/MM2005,"UK Natural Gas Futures, June 2005 (MM2005)"
ICE/CCU1998,"Cocoa Futures, September 1998 (CCU1998)"
ICE/BN1993,"Brent Crude Oil Futures, July 1993, BN1993, ICE"
ICE/MF2007,"UK Natural Gas Futures, January 2007 (MF2007)"
ICE/MV2008,"UK Natural Gas Futures, October 2008 (MV2008)"
ICE/CTZ1993,"Cotton No. 2 Futures, December 1993, CTZ1993, ICE"
ICE/RSM1994,"Canola Futures, June 1994 (RSM1994)"
ICE/RVH2011,"Russell 1000 Value Index Futures, March 2011 (RVH2011)"
ICE/CCK2004,"Cocoa Futures, May 2004 (CCK2004)"
ICE/DWV2014,"Durum Wheat Futures, October 2014 (DWV2014)"
ICE/GZ1997,"ICE Gasoil Futures, December 1997, GZ1997, ICE"
ICE/GERG2015,"Endex German GASPOOL Futures, February 2015 (GERG2015)"
ICE/NCFG2011,"Newcastle Coal Futures, February 2011 (NCFG2011)"
ICE/CERZ2010,"ECX CER Futures, December 2010 (CERZ2010)"
ICE/SYH2006,"GBP/JPY, March 2006 (SYH2006)"
ICE/AFRH2015,"Richards Bay Coal Futures, March 2015 (AFRH2015)"
ICE/ERUK2014,"ECX ERU Emission Futures, May 2014 (ERUK2014)"
ICE/MU2010,"UK Natural Gas Futures, September 2010 (MU2010)"
ICE/MQ2009,"UK Natural Gas Futures, August 2009 (MQ2009)"
ICE/MM2010,"UK Natural Gas Futures, June 2010 (MM2010)"
ICE/MX1998,"UK Natural Gas Futures, November 1998 (MX1998)"
ICE/MK2011,"UK Natural Gas Futures, May 2011 (MK2011)"
ICE/MM2004,"UK Natural Gas Futures, June 2004 (MM2004)"
ICE/MV2006,"UK Natural Gas Futures, October 2006 (MV2006)"
ICE/MU1998,"UK Natural Gas Futures, September 1998 (MU1998)"
ICE/MH1997,"UK Natural Gas Futures, March 1997 (MH1997)"
ICE/MN1999,"UK Natural Gas Futures, July 1999 (MN1999)"
ICE/MX2001,"UK Natural Gas Futures, November 2001 (MX2001)"
ICE/MV2004,"UK Natural Gas Futures, October 2004 (MV2004)"
ICE/BPBK2012,"ENDEX Belgian Power Base Load (legacy), May 2012 (BPBK2012)"
ICE/MF2010,"UK Natural Gas Futures, January 2010 (MF2010)"
ICE/MM2000,"UK Natural Gas Futures, June 2000 (MM2000)"
ICE/RSX2013,"Canola Futures, November 2013 (RSX2013)"
ICE/MZ2012,"UK Natural Gas Futures, December 2012 (MZ2012)"
ICE/CH2013,"EUA Futures, March 2013 (CH2013)"
ICE/MV1998,"UK Natural Gas Futures, October 1998 (MV1998)"
ICE/MX2012,"UK Natural Gas Futures, November 2012 (MX2012)"
ICE/MH2004,"UK Natural Gas Futures, March 2004 (MH2004)"
ICE/MV2003,"UK Natural Gas Futures, October 2003 (MV2003)"
ICE/MG2004,"UK Natural Gas Futures, February 2004 (MG2004)"
ICE/MU2009,"UK Natural Gas Futures, September 2009 (MU2009)"
ICE/MX2009,"UK Natural Gas Futures, November 2009 (MX2009)"
ICE/YM2009,"UK Base Electricity Futures, June 2009 (YM2009)"
ICE/ARX2015,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, November 2015 (ARX2015)"
ICE/PU2012,"UK Peak Electricity Futures, September 2012 (PU2012)"
ICE/NCFV2011,"Newcastle Coal Futures, October 2011 (NCFV2011)"
ICE/OJU2010,"FCOJ-A Futures, September 2010 (OJU2010)"
ICE/RSK2009,"Canola Futures, May 2009 (RSK2009)"
ICE/RSU2012,"Canola Futures, September 2012 (RSU2012)"
ICE/CCH1970,"Cocoa Futures, March 1970, CCH1970, ICE"
ICE/MH2001,"UK Natural Gas Futures, March 2001 (MH2001)"
ICE/PV2014,"UK Peak Electricity Futures, October 2014 (PV2014)"
ICE/GX2009,"Gas Oil Futures, November 2009 (GX2009)"
ICE/NCFN2010,"Newcastle Coal Futures, July 2010 (NCFN2010)"
ICE/NCFF2013,"Newcastle Coal Futures, January 2013 (NCFF2013)"
ICE/CEUH2014,"ECX EUAA Futures, March 2014 (CEUH2014)"
ICE/CTV1980,"Cotton No. 2 Futures, October 1980, CTV1980, ICE"
ICE/GN1990,Untitled Dataset 2014-09-09 19:35:51
ICE/CH2008,"ECX EUA Futures, March 2008 (CH2008)"
ICE/MU2012,"UK Natural Gas Futures, September 2012 (MU2012)"
ICE/YM2011,"UK Base Electricity Futures, June 2011 (YM2011)"
ICE/BX2003,"Brent Crude Futures, November 2003 (BX2003)"
ICE/NH2015,"NYH RBOB Gasoline, March 2015 (NH2015)"
ICE/AFRG2015,"Richards Bay Coal Futures, February 2015 (AFRG2015)"
ICE/BWZ2014,"Barley Futures, December 2014 (BWZ2014)"
ICE/GERK2013,"German GASPOOL Futures, May 2013 (GERK2013)"
ICE/NK2010,"(RBOB) Gasoline Futures, May 2010 (NK2010)"
ICE/ZJK2018,"New Zealand Dollar/Japanese Yen Futures, May 2018 (ZJK2018)"
ICE/NJQ2015,"Norwegian Krone/Swedish Krona Futures, August 2015 (NJQ2015)"
ICE/YQ2011,"UK Base Electricity Futures, August 2011 (YQ2011)"
ICE/TX2008,"WTI Crude Futures, November 2008 (TX2008)"
ICE/SYM2007,"GBP/JPY, June 2007 (SYM2007)"
ICE/CTN1987,"Cotton No. 2 Futures, July 1987, CTN1987, ICE"
ICE/DPBH2015,"Endex Dutch Power Base Load Futures, March 2015 (DPBH2015)"
ICE/DPBU2014,"Endex Dutch Power Base Load Futures, September 2014 (DPBU2014)"
ICE/DPAH2015,"Endex Dutch Power Peak Load (8-20) Futures, March 2015 (DPAH2015)"
ICE/GNMH2015,"Endex German NCG Futures, March 2015 (GNMH2015)"
ICE/GERH2015,"Endex German GASPOOL Futures, March 2015 (GERH2015)"
ICE/CTN2000,"Cotton No. 2 Futures, July 2000 (CTN2000)"
ICE/ICNH2015,"Corn Futures, March 2015 (ICNH2015)"
ICE/ISH2015,"Soybean Futures, March 2015 (ISH2015)"
ICE/ISMH2015,"Soybean Meal futures, March 2015 (ISMH2015)"
ICE/IBOH2015,"Soybean Oil Futures, March 2015 (IBOH2015)"
ICE/IWH2015,"Wheat Futures, March 2015 (IWH2015)"
ICE/CCU1993,"Cocoa Futures, September 1993, CCU1993, ICE"
ICE/SFN2013,"Sugar No. 16 Futures, July 2013 (SFN2013)"
ICE/GK1994,"ICE Gasoil Futures, May 1994, GK1994, ICE"
ICE/ZJF2016,"New Zealand Dollar/Japanese Yen Futures, January 2016 (ZJF2016)"
ICE/ZJX2018,"New Zealand Dollar/Japanese Yen Futures, November 2018 (ZJX2018)"
ICE/KRUN2018,"Russian Ruble/US Dollar Futures, July 2018 (KRUN2018)"
ICE/CCZ1970,"Cocoa Futures, December 1970, CCZ1970, ICE"
ICE/TFMK2014,"Endex Dutch TTF Gas Base Load Futures, May 2014 (TFMK2014)"
ICE/ATWQ2010,"Rotterdam Coal Futures, August 2010 (ATWQ2010)"
ICE/OJU2013,"FCOJ-A Futures, September 2013 (OJU2013)"
ICE/BK1997,"Brent Crude Oil Futures, May 1997, BK1997, ICE"
ICE/ISMN2014,"Soybean Meal futures, July 2014 (ISMN2014)"
ICE/OJN1994,"Orange Juice Futures, July 1994, OJN1994, ICE"
ICE/BX2005,"Brent Crude Futures, November 2005 (BX2005)"
ICE/OJF1970,"Orange Juice Futures, January 1970, OJF1970, ICE"
ICE/SBK2010,"Sugar No. 11 Futures, May 2010 (SBK2010)"
ICE/SBK2004,"Sugar No. 11 Futures, May 2004 (SBK2004)"
ICE/GERH2019,"Endex German GASPOOL Futures, March 2019 (GERH2019)"
ICE/TIBX2015,"Brent-WTI Futures Spread, November 2015 (TIBX2015)"
ICE/TIBZ2015,"Brent-WTI Futures Spread, December 2015 (TIBZ2015)"
ICE/BPBU2008,"ENDEX Belgian Power Base Load (legacy), September 2008 (BPBU2008)"
ICE/ULSN2016,"Low Sulphur Gasoil Futures, July 2016 (ULSN2016)"
ICE/GK2006,"Gas Oil Futures, May 2006 (GK2006)"
ICE/CIM2006,"Continuous Commodity Index Futures, June 2006, CIM2006, ICE"
ICE/SYH2012,"GBP/JPY, March 2012 (SYH2012)"
ICE/YQ2006,"UK Base Electricity Futures, August 2006 (YQ2006)"
ICE/BV2000,"Brent Crude Oil Futures, October 2000, BV2000, ICE"
ICE/MF2005,"UK Natural Gas Futures, January 2005 (MF2005)"
ICE/GG2009,"Gas Oil Futures, February 2009 (GG2009)"
ICE/OJF1991,"Orange Juice Futures, January 1991, OJF1991, ICE"
ICE/CTV1970,"Cotton No. 2 Futures, October 1970, CTV1970, ICE"
ICE/KCK1980,"Coffee Futures, May 1980, KCK1980, ICE"
ICE/CERX2011,"ECX CER Futures, November 2011 (CERX2011)"
ICE/SSU2006,"GBP/CHF, September 2006 (SSU2006)"
ICE/MJ2006,"UK Natural Gas Futures, April 2006 (MJ2006)"
ICE/TQ2010,"WTI Crude Futures, August 2010 (TQ2010)"
ICE/MM2012,"UK Natural Gas Futures, June 2012 (MM2012)"
ICE/GM2005,"Gas Oil Futures, June 2005 (GM2005)"
ICE/NJG2018,"Norwegian Krone/Swedish Krona Futures, February 2018 (NJG2018)"
ICE/RFH2014,"Russell 1000 Index Mini Futures, March 2014 (RFH2014)"
ICE/GERV2013,"German GASPOOL Futures, October 2013 (GERV2013)"
ICE/RSK2004,"Canola Futures, May 2004 (RSK2004)"
ICE/DXU2009,"US Dollar Index Futures, September 2009 (DXU2009)"
ICE/ISMF2014,"US Soybean Meal Futures, January 2014 (ISMF2014)"
ICE/NCFQ2013,"Newcastle Coal Futures, August 2013 (NCFQ2013)"
ICE/CCN1986,"Cocoa Futures, July 1986, CCN1986, ICE"
ICE/RVZ2013,"Russell 1000 Value Index Mini Futures, December 2013 (RVZ2013)"
ICE/OJX2011,"FCOJ-A Futures, November 2011 (OJX2011)"
ICE/RVM2014,"Russell 1000 Value Index Futures, June 2014 (RVM2014)"
ICE/DXU2008,"US Dollar Index Futures, September 2008 (DXU2008)"
ICE/TX2006,"WTI Crude Futures, November 2006 (TX2006)"
ICE/TG2011,"WTI Crude Futures, February 2011 (TG2011)"
ICE/GF2010,"Gas Oil Futures, January 2010 (GF2010)"
ICE/NCFH2012,"Newcastle Coal Futures, March 2012 (NCFH2012)"
ICE/TFMN2014,"Endex Dutch TTF Gas Base Load Futures, July 2014 (TFMN2014)"
ICE/OJF1982,"Orange Juice Futures, January 1982, OJF1982, ICE"
ICE/CTZ1975,"Cotton No. 2 Futures, December 1975, CTZ1975, ICE"
ICE/CERM2014,"ECX CER Emission Futures, June 2014 (CERM2014)"
ICE/BPBH2005,"ENDEX Belgian Power Base Load (legacy), March 2005 (BPBH2005)"
ICE/GG2011,"Gas Oil Futures, February 2011 (GG2011)"
ICE/RSK2005,"Canola Futures, May 2005 (RSK2005)"
ICE/ULSH2020,"Low Sulphur Gasoil Futures, March 2020 (ULSH2020)"
ICE/SYM2014,"GBP/JPY Futures, June 2014 (SYM2014)"
ICE/SSM2010,"GBP/CHF, June 2010 (SSM2010)"
ICE/ULSU2014,"Low Sulphur Gasoil Futures, September 2014 (ULSU2014)"
ICE/CCK1971,"Cocoa Futures, May 1971, CCK1971, ICE"
ICE/MQ2014,"UK Natural Gas Futures, August 2014 (MQ2014)"
ICE/ULSV2013,"LS Gas Oil Futures, October 2013 (ULSV2013)"
ICE/RGZ2013,"Russell 1000 Growth Index Futures, December 2013, RGZ2013, ICE"
ICE/MQ2011,"UK Natural Gas Futures, August 2011 (MQ2011)"
ICE/NJM2015,"Norwegian Krone/Swedish Krona Futures, June 2015 (NJM2015)"
ICE/GNMN2014,"Endex German NCG Futures, July 2014 (GNMN2014)"
ICE/YK2013,"UK Base Electricity Futures, May 2013 (YK2013)"
ICE/TFN2013,"Milling Wheat Futures, July 2013 (TFN2013)"
ICE/BZ2005,"Brent Crude Futures, December 2005 (BZ2005)"
ICE/RFU2007,"Russell 1000 Index Mini Futures, September 2007 (RFU2007)"
ICE/ULSX2020,"Low Sulphur Gasoil Futures, November 2020 (ULSX2020)"
ICE/SYU2007,"GBP/JPY, September 2007 (SYU2007)"
ICE/ATWV2009,"Rotterdam Coal Futures, October 2009 (ATWV2009)"
ICE/PQ2015,"UK Peak Electricity Futures, August 2015 (PQ2015)"
ICE/BWK2013,"Barley Futures, May 2013 (BWK2013)"
ICE/DPBX2014,"Endex Dutch Power Base Load Futures, November 2014 (DPBX2014)"
ICE/CTN1963,"Cotton No. 2 Futures, July 1963, CTN1963, ICE"
ICE/ATWH2009,"Rotterdam Coal Futures, March 2009 (ATWH2009)"
ICE/ARM2007,"AUD/NZD, June 2007 (ARM2007)"
ICE/CTV1979,"Cotton No. 2 Futures, October 1979, CTV1979, ICE"
ICE/SSU2010,"GBP/CHF, September 2010 (SSU2010)"
ICE/SBV2005,"Sugar No. 11 Futures, October 2005 (SBV2005)"
ICE/ERUH2012,"ECX ERU Futures, March 2012 (ERUH2012)"
ICE/CQ2007,"ECX EUA Futures, August 2007 (CQ2007)"
ICE/ATWM2012,"Rotterdam Coal Futures, June 2012 (ATWM2012)"
ICE/OJX1971,"Orange Juice Futures, November 1971, OJX1971, ICE"
ICE/RSN2011,"Canola Futures, July 2011 (RSN2011)"
ICE/SSH2010,"GBP/CHF, March 2010 (SSH2010)"
ICE/ARF2019,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, January 2019 (ARF2019)"
ICE/BX1993,"Brent Crude Oil Futures, November 1993, BX1993, ICE"
ICE/CCU1970,"Cocoa Futures, September 1970, CCU1970, ICE"
ICE/TU2011,"WTI Crude Futures, September 2011 (TU2011)"
ICE/CTK1973,"Cotton No. 2 Futures, May 1973, CTK1973, ICE"
ICE/ARU2018,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, September 2018 (ARU2018)"
ICE/NCFV2009,"Newcastle Coal Futures, October 2009 (NCFV2009)"
ICE/BM2000,"Brent Crude Oil Futures, June 2000, BM2000, ICE"
ICE/MPM2012,"Sm GBP/USD, June 2012 (MPM2012)"
ICE/ATWH2015,"Rotterdam Coal Futures, March 2015 (ATWH2015)"
ICE/ARG2016,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, February 2016 (ARG2016)"
ICE/ARV2016,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, October 2016 (ARV2016)"
ICE/CERJ2015,"ECX CER Emission Futures, April 2015 (CERJ2015)"
ICE/PK2013,"UK Peak Electricity Futures, May 2013 (PK2013)"
ICE/SSH2015,"GBP/CHF Futures, March 2015 (SSH2015)"
ICE/DPAM2014,"Endex Dutch Power Peak Load (8-20) Futures, June 2014 (DPAM2014)"
ICE/GJ2013,"Gas Oil Futures, April 2013 (GJ2013)"
ICE/BQ2010,"Brent Crude Futures, August 2010 (BQ2010)"
ICE/NJH2015,"Norwegian Krone/Swedish Krona Futures, March 2015 (NJH2015)"
ICE/NTH2015,"US Dollar/Norwegian Krone Futures, March 2015 (NTH2015)"
ICE/CTZ2003,"Cotton No. 2 Futures, December 2003 (CTZ2003)"
ICE/ATWX2007,"Rotterdam Coal Futures, November 2007 (ATWX2007)"
ICE/OJN1977,"Orange Juice Futures, July 1977, OJN1977, ICE"
ICE/MZ2010,"UK Natural Gas Futures, December 2010 (MZ2010)"
ICE/ZRU2006,"USD/ZAR, September 2006 (ZRU2006)"
ICE/TK2014,"WTI Crude Futures, May 2014 (TK2014)"
ICE/ULSX2017,"Low Sulphur Gasoil Futures, November 2017 (ULSX2017)"
ICE/GK2012,"Gas Oil Futures, May 2012 (GK2012)"
ICE/GX1994,"ICE Gasoil Futures, November 1994, GX1994, ICE"
ICE/TFZ2010,"Russell 2000 Index Mini Futures, December 2010 (TFZ2010)"
ICE/MQ1998,"UK Natural Gas Futures, August 1998 (MQ1998)"
ICE/CQ2019,"ECX EUA Futures, August 2019 (CQ2019)"
ICE/NG2014,"(RBOB) Gasoline Futures, February 2014 (NG2014)"
ICE/TJ2010,"WTI Crude Futures, April 2010 (TJ2010)"
ICE/NCFK2011,"Newcastle Coal Futures, May 2011 (NCFK2011)"
ICE/CTK2002,"Cotton No. 2 Futures, May 2002 (CTK2002)"
ICE/TX2011,"WTI Crude Futures, November 2011 (TX2011)"
ICE/GJ2000,"ICE Gasoil Futures, April 2000, GJ2000, ICE"
ICE/PM2014,"UK Peak Electricity Futures, June 2014 (PM2014)"
ICE/CTZ1994,"Cotton No. 2 Futures, December 1994, CTZ1994, ICE"
ICE/CQ2020,"ECX EUA Futures, August 2020 (CQ2020)"
ICE/CQ2012,"ECX EUA Futures, August 2012 (CQ2012)"
ICE/CTK1987,"Cotton No. 2 Futures, May 1987, CTK1987, ICE"
ICE/PQ2014,"UK Peak Electricity Futures, August 2014 (PQ2014)"
ICE/CTN1983,"Cotton No. 2 Futures, July 1983, CTN1983, ICE"
ICE/CTK1999,"Cotton No. 2 Futures, May 1999, CTK1999, ICE"
ICE/CTZ1983,"Cotton No. 2 Futures, December 1983, CTZ1983, ICE"
ICE/TFMG2014,"Dutch TTF Gas Base Load Futures, February 2014 (TFMG2014)"
ICE/OJU1980,"Orange Juice Futures, September 1980, OJU1980, ICE"
ICE/ISMX2015,"Soybean Meal futures, November 2015 (ISMX2015)"
ICE/BU2002,"Brent Crude Oil Futures, September 2002, BU2002, ICE"
ICE/BK2002,"Brent Crude Oil Futures, May 2002, BK2002, ICE"
ICE/NCFG2009,"Newcastle Coal Futures, February 2009 (NCFG2009)"
ICE/SBV1987,"Sugar No. 11 Futures, October 1987, SBV1987, ICE"
ICE/CCH1976,"Cocoa Futures, March 1976, CCH1976, ICE"
ICE/ZJG2016,"New Zealand Dollar/Japanese Yen Futures, February 2016 (ZJG2016)"
ICE/ZJJ2016,"New Zealand Dollar/Japanese Yen Futures, April 2016 (ZJJ2016)"
ICE/NJQ2016,"Norwegian Krone/Swedish Krona Futures, August 2016 (NJQ2016)"
ICE/NJJ2015,"Norwegian Krone/Swedish Krona Futures, April 2015 (NJJ2015)"
ICE/ATWN2014,"Rotterdam Coal Futures, July 2014 (ATWN2014)"
ICE/UBLH2017,"UK Base Electricity Futures (Gregorian), March 2017 (UBLH2017)"
ICE/KRUV2014,"Russian Ruble/US Dollar Futures, October 2014 (KRUV2014)"
ICE/IWN2013,"US Wheat Futures, July 2013 (IWN2013)"
ICE/CCZ1982,"Cocoa Futures, December 1982, CCZ1982, ICE"
ICE/MN2008,"UK Natural Gas Futures, July 2008 (MN2008)"
ICE/BU1996,"Brent Crude Oil Futures, September 1996, BU1996, ICE"
ICE/OJX2003,"FCOJ-A Futures, November 2003 (OJX2003)"
ICE/ATWU2008,"Rotterdam Coal Futures, September 2008 (ATWU2008)"
ICE/OJF2010,"FCOJ-A Futures, January 2010 (OJF2010)"
ICE/CTV1990,"Cotton No. 2 Futures, October 1990, CTV1990, ICE"
ICE/BPBM2010,"ENDEX Belgian Power Base Load (legacy), June 2010 (BPBM2010)"
ICE/BPBG2009,"ENDEX Belgian Power Base Load (legacy), February 2009 (BPBG2009)"
ICE/BPBQ2013,"ENDEX Belgian Power Base Load (legacy), August 2013 (BPBQ2013)"
ICE/ATWZ2010,"Rotterdam Coal Futures, December 2010 (ATWZ2010)"
ICE/ARX2017,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, November 2017 (ARX2017)"
ICE/ZJV2015,"New Zealand Dollar/Japanese Yen Futures, October 2015 (ZJV2015)"
ICE/ZJX2016,"New Zealand Dollar/Japanese Yen Futures, November 2016 (ZJX2016)"
ICE/KRUV2017,"Russian Ruble/US Dollar Futures, October 2017 (KRUV2017)"
ICE/MZ2001,"UK Natural Gas Futures, December 2001 (MZ2001)"
ICE/SYZ2006,"GBP/JPY, December 2006 (SYZ2006)"
ICE/CCK1973,"Cocoa Futures, May 1973, CCK1973, ICE"
ICE/GH2015,"LS Gas Oil Futures, March 2015 (GH2015)"
ICE/CX2017,"ECX EUA Futures, November 2017 (CX2017)"
ICE/CTN1976,"Cotton No. 2 Futures, July 1976, CTN1976, ICE"
ICE/CTN1991,"Cotton No. 2 Futures, July 1991, CTN1991, ICE"
ICE/ARN2016,"AUSTRALIAN DOLLAR/NEW ZEALAND DOLLAR FUTURES, July 2016 (ARN2016)"
ICE/CTK2001,"Cotton No. 2 Futures, May 2001 (CTK2001)"
ICE/DPAK2015,"Endex Dutch Power Peak Load (8-20) Futures, May 2015 (DPAK2015)"
ICE/ERUF2012,"ECX ERU Futures, January 2012 (ERUF2012)"
ICE/GZ2008,"Gas Oil Futures, December 2008 (GZ2008)"
ICE/CTZ2014,"Cotton No. 2 Futures, December 2014 (CTZ2014)"
ICE/MN2011,"UK Natural Gas Futures, July 2011 (MN2011)"
ICE/OJX1973,"Orange Juice Futures, November 1973, OJX1973, ICE"
ICE/TFMK2015,"Endex Dutch TTF Gas Base Load Futures, May 2015 (TFMK2015)"
ICE/WAZ2015,"Milling Wheat Futures, December 2015 (WAZ2015)"
ICE/TN2006,"WTI Crude Futures, July 2006 (TN2006)"
ICE/NCFM2017,"Newcastle Coal Futures, June 2017 (NCFM2017)"
ICE/MG2008,"UK Natural Gas Futures, February 2008 (MG2008)"
ICE/ULSK2020,"Low Sulphur Gasoil Futures, May 2020 (ULSK2020)"
ICE/CCU1971,"Cocoa Futures, September 1971, CCU1971, ICE"
ICE/MQ2008,"UK Natural Gas Futures, August 2008 (MQ2008)"
ICE/PG2006,"UK Peak Electricity Futures, February 2006 (PG2006)"
ICE/CM2007,"ECX EUA Futures, June 2007 (CM2007)"
ICE/KCN1988,"Coffee Futures, July 1988, KCN1988, ICE"
ICE/TM2009,"WTI Crude Futures, June 2009 (TM2009)"
